loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1052.5457763671875,18.981670379638672,32.442962646484375,0.05824887752532959,0.26987083331009853,0.2941681743027602,0.33995580673217773,0.5926680244399185,18.981670061099795,982,5.0
