epoch,train_loss,val_loss,val_mae,val_rmse,kappa,qwk,r2,pearson_corr,step_accuracy,learning_rate,epoch_time
1,0.02078688744311361,0.02120677926743091,24.162437438964844,36.11600112915039,0.014456787205546107,0.01607949435302003,-0.12243795394897461,0.054111726582050323,0.4842639593908629,0.00706,0.9653000831604004
2,0.018263013934592624,0.018400564317964965,21.522842407226562,34.10345458984375,0.17613776137761383,0.2496419824278806,-0.000828862190246582,0.2917651832103729,0.534010152284264,0.00706,0.9572014808654785
3,0.017039356355422888,0.017727892709716322,21.92893409729004,34.62342834472656,0.17584518064902388,0.25648972077324317,-0.031580567359924316,0.29216712713241577,0.5289340101522843,0.00706,0.9222412109375
4,0.01701811006071517,0.018098625562479955,23.228425979614258,35.82246017456055,0.16331848146121575,0.2438185825400465,-0.10426652431488037,0.31278741359710693,0.5035532994923858,0.00706,0.945948600769043
5,0.017454405183968284,0.018710790590624218,21.48223304748535,34.127262115478516,0.1860233750403325,0.27191011930964737,-0.002226710319519043,0.3198128640651703,0.531979695431472,0.00706,0.9834840297698975
6,0.016486661144900498,0.019076210314285028,22.375635147094727,34.50593948364258,0.09279562226632487,0.14171577199278695,-0.024591565132141113,0.2211923450231552,0.5147208121827411,0.00706,1.0125012397766113
7,0.016346591509791134,0.01955598860808889,20.5482234954834,33.08810043334961,0.19915024822662497,0.28378629129699307,0.057878971099853516,0.33366599678993225,0.550253807106599,0.00706,0.9740760326385498
8,0.016232942190084473,0.018777433151218492,23.065990447998047,35.6861686706543,0.16548176466196873,0.25076597982353843,-0.09587967395782471,0.3185145854949951,0.5045685279187817,0.00706,0.9903507232666016
9,0.01661869952242081,0.01908234970804852,20.71065902709961,33.381351470947266,0.20062029761828426,0.2741200837053813,0.04110532999038696,0.320817232131958,0.550253807106599,0.00706,1.0010206699371338
10,0.016611971840968905,0.01818123446768008,21.522842407226562,33.81646728515625,0.13331806426369675,0.19141979612920668,0.015944838523864746,0.2677876651287079,0.531979695431472,0.00706,0.9959194660186768
