loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1094.8223876953125,20.5482234954834,33.08810043334961,0.057878971099853516,0.19915024822662497,0.28378629129699307,0.33366599678993225,0.550253807106599,20.548223350253807,985,8.0
