loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
936.863525390625,16.985742568969727,30.608226776123047,0.16854655742645264,0.36672779216849016,0.3972939335523634,0.44555240869522095,0.6354378818737271,16.985743380855396,982,1.0
