loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
943.380859375,18.452138900756836,30.714506149291992,0.1272639036178589,0.2933092622668264,0.40482854923700784,0.43635883927345276,0.5875763747454175,18.45213849287169,982,4.0
