gamma,loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count
2.0,887.9837036132812,17.067209243774414,29.799055099487305,0.17851263284683228,0.3630247692504005,0.4500911394382029,0.4823974668979645,0.6272912423625254,17.067209775967413,982.0
