loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
907.53564453125,17.637474060058594,30.12533187866211,0.1604248285293579,0.333040490000988,0.43707843197793483,0.466839998960495,0.6079429735234216,17.637474541751526,982,1.0
