loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1163.045654296875,21.522842407226562,34.10345458984375,-0.000828862190246582,0.19496992267871072,0.2823373541544981,0.3212839663028717,0.5350253807106599,21.522842639593907,985,2.0
