loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1252.3857421875,23.187816619873047,35.389060974121094,-0.14967668056488037,0.11638422166356188,0.1690855876801881,0.19436924159526825,0.4964467005076142,23.18781725888325,985,0.5
