epoch,train_loss,val_loss,val_mae,val_rmse,kappa,qwk,r2,pearson_corr,step_accuracy,learning_rate,epoch_time
1,0.038276148067156145,0.032536874104499215,22.741117477416992,34.15105438232422,0.12477942714525536,0.21200526793135643,-0.1210106611251831,0.24334152042865753,0.4954314720812183,0.00706,1.0700244903564453
2,0.035649849775175574,0.03181566910884404,22.984771728515625,34.3880500793457,0.09909477981703829,0.1476017830609212,-0.13662362098693848,0.17364810407161713,0.4964467005076142,0.00706,1.0820980072021484
3,0.03379770734628137,0.032636261644399714,21.725889205932617,33.01437759399414,0.14041975623531144,0.23282241168174667,-0.04762983322143555,0.26333749294281006,0.5137055837563452,0.00706,1.087125539779663
4,0.033067779834274884,0.03231841618866485,21.27918815612793,32.443626403808594,0.15131218224642096,0.2593589651355196,-0.011719942092895508,0.2933042347431183,0.5197969543147208,0.00706,0.9532206058502197
5,0.032814346015673714,0.03058693376440687,22.61928939819336,33.79243850708008,0.09482374520098313,0.1623430273983042,-0.09759128093719482,0.19654680788516998,0.49746192893401014,0.00706,0.922217845916748
6,0.03184091858808867,0.03115763474388171,21.563451766967773,33.06354522705078,0.15239436926551375,0.23647016681428812,-0.05075240135192871,0.266757994890213,0.5187817258883248,0.00706,0.9159150123596191
7,0.0324784755591739,0.030730354923962942,21.116750717163086,32.643280029296875,0.16085156171445814,0.2446054099046755,-0.024210333824157715,0.2779808044433594,0.5269035532994923,0.00706,0.9248855113983154
8,0.03192966138006631,0.031680605135063836,21.40101432800293,32.717838287353516,0.14485252098993373,0.23947492059251863,-0.02889418601989746,0.27353766560554504,0.5187817258883248,0.00706,0.9411036968231201
9,0.03205652361741373,0.03087167115267461,21.035533905029297,32.7922248840332,0.17943275640688972,0.25328371027769825,-0.03357815742492676,0.2850874066352844,0.5329949238578681,0.00706,0.9887576103210449
10,0.03201669086420624,0.03210149295060768,21.725889205932617,33.06354522705078,0.1424673801388575,0.23103379876182184,-0.05075240135192871,0.2612304091453552,0.5147208121827411,0.00706,1.0582339763641357
11,0.032068784333678005,0.029817310771739422,21.644670486450195,33.16165542602539,0.16543809415542887,0.2672524149480088,-0.05699753761291504,0.31332358717918396,0.515736040609137,0.00706,1.015878438949585
12,0.03132973788788185,0.030199694811238856,20.71065902709961,32.39352035522461,0.19148249106558157,0.2770913238689038,-0.008597373962402344,0.313081830739975,0.5380710659898477,0.00706,1.0135831832885742
13,0.0316416766946603,0.030965640121683253,22.172588348388672,33.28388977050781,0.09603687431616037,0.16802486872089561,-0.0648040771484375,0.2272718846797943,0.5035532994923858,0.00706,1.0248122215270996
14,0.031473475376734686,0.03487364777226738,24.121828079223633,35.135704040527344,0.009926346700043331,0.014585088458297979,-0.1865851879119873,0.057823296636343,0.4700507614213198,0.00706,0.9765558242797852
15,0.03169403478613414,0.02924520333255003,21.076141357421875,32.61838912963867,0.17512823196901506,0.2663221780113285,-0.022649049758911133,0.3008041977882385,0.5289340101522843,0.00706,1.0066578388214111
