loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1049.340087890625,20.71065902709961,32.39352035522461,-0.008597373962402344,0.19148249106558157,0.2770913238689038,0.313081830739975,0.5380710659898477,20.710659898477157,985,5.0
