gamma,loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,is_best_gamma
0.5,910.7943115234375,16.578411102294922,30.17936897277832,0.1916826367378235,0.3785392837052316,0.4124241898779972,0.46451690793037415,0.6425661914460286,16.578411405295316,982.0,true
1.0,936.863525390625,16.985742568969727,30.608226776123047,0.16854655742645264,0.36672779216849016,0.3972939335523634,0.44555240869522095,0.6354378818737271,16.985743380855396,982.0,false
2.0,923.8289184570312,16.904277801513672,30.394554138183594,0.18011462688446045,0.36015028041454167,0.39362779584377905,0.4487346112728119,0.6344195519348269,16.90427698574338,982.0,false
4.0,959.6741333007812,17.881874084472656,30.978607177734375,0.14830249547958374,0.3266438818444217,0.38806165956051175,0.43582063913345337,0.6109979633401222,17.881873727087576,982.0,false
8.0,1008.553955078125,18.940937042236328,31.75773811340332,0.10492229461669922,0.2780431625494806,0.3411824635560613,0.3908650279045105,0.5865580448065173,18.940936863543786,982.0,false
