gamma,loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count
0.5,910.7943115234375,16.578411102294922,30.17936897277832,0.1916826367378235,0.3785392837052316,0.4124241898779972,0.46451690793037415,0.6425661914460286,16.578411405295316,982.0
