epoch,train_loss,val_loss,val_mae,val_rmse,kappa,qwk,r2,pearson_corr,step_accuracy,learning_rate,epoch_time
1,0.05293541564312433,0.05243145389302733,24.365482330322266,35.36610794067383,0.0038970502002356744,0.007924050500452529,-0.20219814777374268,0.045955829322338104,0.46598984771573604,0.00706,1.0512852668762207
2,0.04869073161733,0.047613056643208876,22.416244506835938,33.768394470214844,0.134488134975702,0.23198160674419377,-0.09602999687194824,0.264900267124176,0.500507614213198,0.00706,1.0793101787567139
3,0.04749237806846158,0.04514708574577637,21.888324737548828,33.25947952270508,0.13910154819196263,0.22937515724751656,-0.06324279308319092,0.2586755156517029,0.5106598984771573,0.00706,1.1562669277191162
4,0.046503251087100364,0.04624083214226713,21.807106018066406,33.11263656616211,0.14959357748537483,0.2561912742104916,-0.053874969482421875,0.2927132844924927,0.5106598984771573,0.00706,1.1105992794036865
5,0.046645866522242216,0.047157556487975386,21.807106018066406,32.915828704833984,0.10306322135959678,0.17659790726441682,-0.04138457775115967,0.2492791712284088,0.5096446700507614,0.00706,1.1195964813232422
6,0.046251780131087196,0.04629590011338897,22.65989875793457,33.72025680541992,0.06995307389676264,0.12453338073592513,-0.09290742874145508,0.1951940357685089,0.49441624365482234,0.00706,1.0794486999511719
7,0.04531243438951966,0.04319496327245296,21.96954345703125,33.502784729003906,0.1558185861206337,0.24846935677099136,-0.07885575294494629,0.28323841094970703,0.5116751269035533,0.00706,1.1017894744873047
