loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1096.4466552734375,21.807106018066406,33.11263656616211,-0.053874969482421875,0.14959357748537483,0.2561912742104916,0.2927132844924927,0.5106598984771573,21.80710659898477,985,3.5
