loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1099.6954345703125,21.563451766967773,33.16165542602539,-0.009508490562438965,0.1490011048522939,0.2675614671946136,0.3071860074996948,0.515736040609137,21.563451776649746,985,4.0
