epoch,train_loss,val_loss,val_mae,val_rmse,kappa,qwk,r2,pearson_corr,step_accuracy,learning_rate,epoch_time
1,0.049511591456230956,0.04581852652472893,24.284263610839844,35.41200637817383,0.0,0.0,-0.15116775035858154,0.0,0.46598984771573604,0.00101,2.252436637878418
2,0.04716587182832781,0.04605329701591869,24.284263610839844,35.41200637817383,0.0,0.0,-0.15116775035858154,0.0,0.46598984771573604,0.00101,2.252916097640991
3,0.046300113094195225,0.0427184754670574,25.34010124206543,37.46267318725586,0.09306475049678686,0.1647708871070631,-0.2883535623550415,0.22916612029075623,0.46091370558375633,0.00101,2.384260416030884
4,0.0439620406511505,0.041348555071402324,22.781726837158203,34.83390426635742,0.12803684616903988,0.21020260297866633,-0.11388897895812988,0.24464477598667145,0.49949238578680205,0.00101,2.4313838481903076
5,0.042906542134030896,0.04178074782874983,22.70050811767578,34.83390426635742,0.13952327467864722,0.22488741407916557,-0.11388897895812988,0.2676619589328766,0.5025380710659898,0.00101,2.1942920684814453
6,0.041468189044872955,0.04035353336086128,22.456851959228516,34.458831787109375,0.14552272039045944,0.24317816086517363,-0.09003067016601562,0.2904069721698761,0.5055837563451777,0.00101,2.1669158935546875
7,0.041674450172736056,0.03994047189802688,22.456851959228516,34.50593948364258,0.14897512933103396,0.2450292000188219,-0.09301292896270752,0.2950935661792755,0.5065989847715736,0.00101,2.189002752304077
8,0.041310442526504336,0.03954541334494722,21.563451766967773,33.16165542602539,0.1490011048522939,0.2675614671946136,-0.009508490562438965,0.3071860074996948,0.515736040609137,0.00101,2.2605271339416504
9,0.04087297032697012,0.03935882553912056,22.01015281677246,33.768394470214844,0.1513335841080481,0.262531115818034,-0.046787261962890625,0.30753710865974426,0.5116751269035533,0.00101,2.3793387413024902
10,0.040210927977166314,0.03927027384187969,22.416244506835938,34.43525314331055,0.14739879245551868,0.24449380401913934,-0.0885394811630249,0.2921459674835205,0.5065989847715736,0.00101,2.240899085998535
11,0.04059861047681958,0.03852112355646748,22.050762176513672,33.599613189697266,0.1178394247384753,0.19369086585404616,-0.03634917736053467,0.23569822311401367,0.5106598984771573,0.00101,2.108527898788452
