loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1132.1827392578125,20.913705825805664,33.64792251586914,0.025729477405548096,0.20164646446290002,0.27338278733895605,0.3192480206489563,0.5472081218274112,20.913705583756347,985,4.0
