gamma,loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count
8.0,1096.4466552734375,21.644670486450195,33.11263656616211,-0.00652623176574707,0.15117589262374143,0.2785949813321701,0.31108805537223816,0.5147208121827411,21.64467005076142,985.0
