loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1140.3045654296875,21.197969436645508,33.768394470214844,0.018740415573120117,0.18656627988587993,0.2637168631593293,0.3082755506038666,0.5401015228426396,21.19796954314721,985,0.5
