loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1037.8818359375,20.244400024414062,32.2161750793457,0.03983956575393677,0.2059155541083253,0.3118937458886373,0.3540283143520355,0.544806517311609,20.24439918533605,982,8.0
