loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1111.0660400390625,21.685279846191406,33.33265686035156,-0.019946575164794922,0.1418703410064337,0.24744154251362172,0.28395333886146545,0.5147208121827411,21.685279187817258,985,2.0
