epoch,train_loss,val_loss,val_mae,val_rmse,kappa,qwk,r2,pearson_corr,step_accuracy,learning_rate,epoch_time
1,0.02167040106920236,0.019125682798209528,30.294416427612305,42.729225158691406,0.0015163446877669573,0.0005705145102063991,-0.6760525703430176,0.012394588440656662,0.38578680203045684,0.00101,2.201108455657959
2,0.020531645619114774,0.018960755679586213,28.913705825805664,41.14108657836914,0.02310473583726158,0.054808699992448306,-0.5537782907485962,0.1519184708595276,0.4040609137055838,0.00101,2.1102960109710693
3,0.019660572426190268,0.017315339332985395,23.35025405883789,35.84512710571289,0.14131681578343658,0.20063384190476785,-0.17949962615966797,0.2511559724807739,0.4984771573604061,0.00101,2.307588577270508
4,0.018624575760842615,0.017954613429111272,23.796955108642578,35.91303634643555,0.11761030641158765,0.20308580209048732,-0.18397307395935059,0.25864431262016296,0.483248730964467,0.00101,2.275319814682007
5,0.01792423528136638,0.017479466554250207,23.5126895904541,35.52649688720703,0.12392786065270622,0.2187431415642388,-0.1586235761642456,0.27727705240249634,0.4873096446700508,0.00101,2.3932034969329834
6,0.017976161784428832,0.016835920361395414,22.456851959228516,34.64687728881836,0.14781747801423495,0.2320461923294822,-0.10195982456207275,0.27558618783950806,0.5076142131979695,0.00101,2.2926547527313232
7,0.017597050650313452,0.017623522843654992,22.01015281677246,33.81646728515625,0.14638882396303432,0.25311918384228305,-0.04976952075958252,0.29371950030326843,0.5106598984771573,0.00101,2.4252238273620605
8,0.017673002032578485,0.01665651083257295,22.944162368774414,35.019935607910156,0.13518331293566743,0.22693540322438133,-0.12581825256347656,0.27622562646865845,0.49746192893401014,0.00101,2.201411485671997
9,0.017512675961329657,0.01669468674146887,21.725889205932617,33.502784729003906,0.15689342036647425,0.26663218743770856,-0.03038465976715088,0.3093040883541107,0.516751269035533,0.00101,2.0583157539367676
10,0.017429859859916685,0.01710407192993739,23.472082138061523,35.41200637817383,0.12058226731363053,0.22011724599095028,-0.15116775035858154,0.27578356862068176,0.4862944162436548,0.00101,2.078575849533081
11,0.017437678757931823,0.01649081685443215,21.96954345703125,33.64792251586914,0.14429645116522172,0.2557350178384231,-0.03933155536651611,0.2953554689884186,0.5106598984771573,0.00101,2.0428202152252197
12,0.016991480814698937,0.01604759581765245,21.644670486450195,33.11263656616211,0.15117589262374143,0.2785949813321701,-0.00652623176574707,0.31108805537223816,0.5147208121827411,0.00101,2.238097906112671
13,0.017026430803661816,0.016447069354090595,21.92893409729004,33.960262298583984,0.15814982709501713,0.25356487213422685,-0.058716535568237305,0.296789288520813,0.515736040609137,0.00101,2.2461905479431152
14,0.01711313423051257,0.016744480451313673,24.04060935974121,36.0484733581543,0.11812597078483034,0.2140262403523716,-0.19291996955871582,0.29147419333457947,0.47918781725888326,0.00101,2.2625207901000977
15,0.016853385118799215,0.016004495033379737,23.26903533935547,35.251094818115234,0.13710256988632497,0.24470685875634857,-0.14072966575622559,0.3087649345397949,0.49137055837563454,0.00101,2.2822399139404297
