loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1037.8818359375,19.42973518371582,32.2161750793457,0.0713692307472229,0.2310072709939548,0.28040152677727126,0.33714383840560913,0.5784114052953157,19.429735234215887,982,10.0
