loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1008.553955078125,18.940937042236328,31.75773811340332,0.10492229461669922,0.2780431625494806,0.3411824635560613,0.3908650279045105,0.5865580448065173,18.940936863543786,982,8.0
