gamma,loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,is_best_gamma
0.5,1140.3045654296875,21.197969436645508,33.768394470214844,0.018740415573120117,0.18656627988587993,0.2637168631593293,0.3082755506038666,0.5401015228426396,21.19796954314721,985.0,false
1.0,1081.827392578125,20.385786056518555,32.891143798828125,0.06906139850616455,0.19309752843374184,0.26884642219463106,0.32853075861930847,0.5543147208121827,20.385786802030456,985.0,false
2.0,1163.045654296875,21.522842407226562,34.10345458984375,-0.000828862190246582,0.19496992267871072,0.2823373541544981,0.3212839663028717,0.5350253807106599,21.522842639593907,985.0,false
4.0,1132.1827392578125,20.913705825805664,33.64792251586914,0.025729477405548096,0.20164646446290002,0.27338278733895605,0.3192480206489563,0.5472081218274112,20.913705583756347,985.0,false
8.0,1094.8223876953125,20.5482234954834,33.08810043334961,0.057878971099853516,0.19915024822662497,0.28378629129699307,0.33366599678993225,0.550253807106599,20.548223350253807,985.0,true
