loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1076.954345703125,21.31979751586914,32.81698226928711,0.011367559432983398,0.14735071952362577,0.253775088699587,0.2950039803981781,0.5218274111675127,21.31979695431472,985,1.0
