epoch,train_loss,val_loss,val_mae,val_rmse,kappa,qwk,r2,pearson_corr,step_accuracy,learning_rate,epoch_time
1,0.10039455497417828,0.09640095346621451,24.284263610839844,35.41200637817383,0.0,0.0,-0.15116775035858154,0.0,0.46598984771573604,0.00101,2.2561933994293213
2,0.09538886695127997,0.09285335008262983,23.30964469909668,34.670310974121094,0.05494173418701709,0.10072963163102389,-0.10345101356506348,0.14517423510551453,0.4842639593908629,0.00101,2.1914236545562744
3,0.09313101830911305,0.09188463460219087,23.187816619873047,35.34313201904297,0.13512534671307175,0.22060837542585565,-0.14669430255889893,0.27430540323257446,0.4954314720812183,0.00101,2.4280452728271484
4,0.09191262817294663,0.09034933153596626,23.26903533935547,35.34313201904297,0.1286732834421388,0.2177671616389748,-0.14669430255889893,0.26861250400543213,0.49238578680203043,0.00101,2.3995859622955322
5,0.09114393097984111,0.09024218371525634,22.01015281677246,34.008060455322266,0.15090781746673143,0.24692248881100254,-0.0616987943649292,0.2872818410396576,0.5126903553299492,0.00101,2.3472917079925537
6,0.09031618684335811,0.0898831860289961,21.807106018066406,33.30828094482422,0.13133572677897454,0.2275254934786528,-0.0184553861618042,0.2658022344112396,0.5137055837563452,0.00101,2.305234909057617
7,0.08989259838837549,0.08924168907295024,21.685279846191406,33.18613815307617,0.1353447799922709,0.23411180226797312,-0.010999679565429688,0.27313658595085144,0.515736040609137,0.00101,2.141671895980835
8,0.08981500558551886,0.08893060333988993,21.807106018066406,33.45426559448242,0.14735532271735396,0.26314960886394123,-0.027402281761169434,0.30363214015960693,0.5126903553299492,0.00101,2.0859127044677734
9,0.08955138714975147,0.08888515023713184,21.31979751586914,32.81698226928711,0.14735071952362577,0.253775088699587,0.011367559432983398,0.2950039803981781,0.5218274111675127,0.00101,2.028028726577759
10,0.08969363540398033,0.08924003570969334,21.888324737548828,33.696163177490234,0.15843566232327022,0.2698062722115637,-0.04231381416320801,0.3181791603565216,0.5147208121827411,0.00101,2.0458056926727295
11,0.08916586872130282,0.08798151010940523,21.766496658325195,33.52701950073242,0.155486654084659,0.2664079366821861,-0.03187572956085205,0.309335321187973,0.515736040609137,0.00101,2.231072187423706
12,0.08866195965650653,0.08752667212546779,21.807106018066406,33.599613189697266,0.1582704813773087,0.2696098148565038,-0.03634917736053467,0.3156987726688385,0.515736040609137,0.00101,2.35732102394104
