loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
1002.0366821289062,17.963340759277344,31.65496253967285,0.10344123840332031,0.30786425750013025,0.3265256964687566,0.3787977993488312,0.6140529531568228,17.963340122199593,982,3.5
