loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
901.018310546875,17.556007385253906,30.0169677734375,0.16645413637161255,0.2983254106251353,0.364955036076386,0.42985308170318604,0.609979633401222,17.55600814663951,982,0.5
