loss,mae,rmse,r2,kappa,qwk,pearson_corr,step_accuracy,mae_step,count,gamma
923.8289184570312,16.904277801513672,30.394554138183594,0.18011462688446045,0.36015028041454167,0.39362779584377905,0.4487346112728119,0.6344195519348269,16.90427698574338,982,2.0
